notification_cpu, web_api_cpu, processor_cpu, notification_memory, web_api_memory, processor_memory, notification_error_rate, web_api_response_time_p95, processor_response_time_p95, notification_api_health, notification_delivery_success, notification_message_rate, notification_queue, notification_queue_depth, notification_thread_count, processor_db_connections, processor_memory_growth, processor_processing_rate, processor_queue, processor_queue_depth, processor_redis_health, processor_thread_count, web_api_db_connections, web_api_errors, web_api_queue_depth, web_api_redis_health, web_api_requests, web_api_requests_per_second, web_api_thread_count, timestamp                 , anomaly_label, anomaly_type
           19.71,       19.75,         19.59,               10.65,           8.73,            11.82,                   97.87,                    486.2 ,                      382.02,                   76.24,                         21.35,                      0.17,              54.6 ,                    55.44,                      2.12,                     4.44, 1.59                   ,                      0.23,           26.12,                 43.9 ,                  78.44,                   2.17,                   3.54,           0.81,               20.35,                76.38,             0.79,                        1.28,                 3.55, 2025-12-18 21:24:42       ,             1, service_crash
           15.12,       19.39,         18.57,               10.15,           8.26,             9.72,                   95.3 ,                    323.71,                      256.55,                   82.3 ,                         18.72,                      0.45,              67.31,                    92.31,                      1.4 ,                     3.22, 0.67                   ,                      0.14,           41.39,                 21.52,                  74.47,                   2.74,                   3.84,           0.95,               29.65,                78.47,             1.14,                        1.47,                 3.25, 2025-12-18 21:24:57       ,             1, service_crash
           15.52,       17.85,         15.07,               10.35,           8.68,             8.78,                   97.76,                    458.1 ,                      483.34,                   78.26,                         12.42,                      0.24,              73.89,                    54.86,                      1.67,                     3.57, 1.17                   ,                      0.13,           21.38,                 24.45,                  78.97,                   1.22,                   4.23,           0.89,               29.1 ,                70.67,             0.72,                        1.47,                 3.69, 2025-12-18 21:25:12       ,             1, service_crash
           16.12,       16.99,         16.62,                8.1 ,          11.39,             9.82,                   95.06,                    409.38,                      487.06,                   77.14,                         23.51,                      0.13,              62.03,                    62.79,                      2.1 ,                     4.35, 1.92                   ,                      0.3 ,           29.69,                 27.35,                  77.7 ,                   2.3 ,                   4.95,           0.95,               13.85,                76.35,             1.45,                        0.57,                 3.22, 2025-12-18 21:25:27       ,             1, service_crash
           15.82,       17.43,         18.42,                9.75,           8.67,             8.25,                   95.83,                    472.39,                      405.76,                   75.62,                         14.1 ,                      0.29,              68.07,                    96.73,                      2.59,                     3.34, 1.29                   ,                      0.21,           34.13,                 25.33,                  76.61,                   1.1 ,                   2.44,           0.91,               10.5 ,                77.97,             1.28,                        1.48,                 2.79, 2025-12-18 21:25:42       ,             1, service_crash
           17.89,       19.47,         17.85,                8.84,           9.37,            11.76,                   97.57,                    225.43,                      230.94,                   78.83,                         22.01,                      0.43,              93.21,                    57.95,                      2.26,                     3.31, 0.82                   ,                      0.26,           25.12,                 47.09,                  79.57,                   1.42,                   4.07,           0.91,               19.72,                78.34,             0.63,                        1.4 ,                 2.8 , 2025-12-18 21:25:57       ,             1, service_crash
           15.44,       18.36,         15.8 ,               11.53,           8.39,             8.52,                   99.55,                    273.64,                      244.58,                   76.06,                         23.75,                      0.26,              74.13,                    86.56,                      2.11,                     2.66, 1.05                   ,                      0.18,           29.92,                 35.18,                  76.28,                   2.5 ,                   3.49,           0.94,               13.83,                71.52,             1.04,                        0.54,                 3.59, 2025-12-18 21:26:12       ,             1, service_crash
           15.94,       18.26,         17.89,                9.83,          11.87,             9.32,                   99.94,                    245.59,                      229.9 ,                   77.35,                         20.05,                      0.46,              74.14,                    53.61,                      2.0 ,                     2.53, 1.96                   ,                      0.29,           40.26,                 27.05,                  79.52,                   1.03,                   4.37,           0.96,               10.14,                72.3 ,             1.48,                        1.46,                 2.62, 2025-12-18 21:26:27       ,             1, service_crash
           18.45,       16.96,         16.81,               10.55,          10.01,            11.39,                   99.4 ,                    352.58,                      200.27,                   79.41,                         10.74,                      0.19,              80.11,                    68.18,                      1.26,                     4.86, 1.94                   ,                      0.18,           45.35,                 26.25,                  71.49,                   1.49,                   4.8 ,           0.9 ,               23.25,                70.96,             0.74,                        1.22,                 2.62, 2025-12-18 21:26:42       ,             1, service_crash
           17.21,       17.99,         19.04,                9.31,           8.06,            10.19,                   95.49,                    334.89,                      403.61,                   77.98,                         23.18,                      0.22,              94.54,                    60.99,                      2.19,                     2.47, 1.77                   ,                      0.18,           33.6 ,                 29.12,                  77.58,                   2.01,                   4.91,           0.86,               23.3 ,                72.54,             0.58,                        0.84,                 2.83, 2025-12-18 21:26:57       ,             1, service_crash
           19.08,       15.41,         17.07,                8.6 ,          10.78,            10.63,                   98.95,                    321.54,                      265.05,                   82.59,                         19.87,                      0.26,              60.46,                    64.95,                      2.28,                     2.9 , 0.51                   ,                      0.16,           39.34,                 37.09,                  75.14,                   2.52,                   2.49,           0.81,               17.12,                79.45,             1.08,                        0.85,                 2.55, 2025-12-18 21:27:12       ,             1, service_crash
           19.06,       16.49,         17.07,               11.84,          10.14,            10.78,                   96.61,                    327.35,                      346.91,                   81.36,                         22.39,                      0.24,              80.89,                    97.71,                      2.32,                     3.39, 0.6                    ,                      0.26,           24.4 ,                 33.17,                  78.84,                   1.92,                   4.84,           0.92,               27.92,                71.45,             1.27,                        0.74,                 2.06, 2025-12-18 21:27:27       ,             1, service_crash
           16.98,       18.08,         19.32,                8.17,           9.68,             8.78,                   96.87,                    376.48,                      496.06,                   79.89,                         11.53,                      0.46,              65.16,                    70.48,                      1.31,                     4.47, 0.53                   ,                      0.14,           27.01,                 23.29,                  71.49,                   2.88,                   3.87,           0.86,               17.65,                77.88,             0.99,                        1.11,                 2.79, 2025-12-18 21:27:42       ,             1, service_crash
           16.91,       19.03,         16.9 ,                9.94,           8.72,            10.76,                   99.4 ,                    379.14,                      356.13,                   77.7 ,                         20.89,                      0.24,              51.02,                    60.31,                      1.72,                     3.6 , 1.57                   ,                      0.29,           28.73,                 37.24,                  70.14,                   2.49,                   3.16,           0.93,               29.28,                72.36,             1.35,                        0.63,                 2.4 , 2025-12-18 21:27:57       ,             1, service_crash
           19.22,       18.51,         19.25,               11.47,          11.88,             9.19,                   98.65,                    348.52,                      383.95,                   80.42,                         14.68,                      0.19,              89.56,                    61.98,                      1.65,                     3.57, 1.97                   ,                      0.17,           46.31,                 39.04,                  72.08,                   1.18,                   3.68,           0.95,               21.53,                70.28,             0.82,                        0.9 ,                 2.57, 2025-12-18 21:28:12       ,             1, service_crash
           19.44,       17.02,         17.53,                8.42,          11.83,            10.18,                   98.87,                    423.71,                      331.26,                   76.7 ,                         23.58,                      0.46,              83.18,                    95.88,                      1.07,                     2.15, 1.33                   ,                      0.22,           34.49,                 28.08,                  70.05,                   2.15,                   4.63,           1.0 ,               10.06,                79.27,             1.14,                        0.74,                 3.28, 2025-12-18 21:28:27       ,             1, service_crash
           18.48,       18.78,         18.13,               10.41,           9.11,             8.33,                   98.02,                    394.34,                      386.49,                   83.26,                         18.83,                      0.44,              94.46,                    86.08,                      2.38,                     4.71, 0.83                   ,                      0.25,           43.64,                 38.84,                  77.46,                   1.57,                   4.93,           0.89,               15.36,                72.23,             0.71,                        1.43,                 2.42, 2025-12-18 21:28:42       ,             1, service_crash
           16.36,       15.75,         19.74,                9.11,          10.11,             8.12,                   97.98,                    411.42,                      295.92,                   81.62,                         17.89,                      0.39,              54.5 ,                    74.37,                      1.57,                     4.23, 1.96                   ,                      0.21,           30.22,                 36.88,                  72.94,                   2.14,                   4.47,           0.99,               20.08,                74.23,             1.45,                        0.95,                 2.42, 2025-12-18 21:28:57       ,             1, service_crash
           16.73,       19.86,         18.76,                9.93,          11.79,             9.19,                   97.02,                    418.49,                      407.32,                   82.75,                         18.56,                      0.37,              65.69,                    97.73,                      1.74,                     4.45, 0.91                   ,                      0.25,           25.21,                 22.12,                  71.86,                   2.48,                   3.88,           0.94,               23.09,                72.04,             0.86,                        1.47,                 3.91, 2025-12-18 21:29:12       ,             1, service_crash
           19.11,       18.44,         16.65,               10.83,          10.39,             8.67,                   98.77,                    304.54,                      223.84,                   75.48,                         13.72,                      0.18,              57.13,                    63.52,                      2.05,                     2.66, 1.15                   ,                      0.19,           39.09,                 40.6 ,                  74.58,                   2.52,                   4.96,           0.87,               15.45,                73.41,             0.99,                        0.8 ,                 3.2 , 2025-12-18 21:29:27       ,             1, service_crash
           17.29,       19.34,         16.31,                8.73,           9.2 ,             9.41,                   97.26,                    463.65,                      334.34,                   75.01,                         22.62,                      0.11,              85.33,                    90.72,                      1.54,                     4.26, 1.28                   ,                      0.15,           37.3 ,                 42.73,                  74.81,                   2.22,                   4.22,           0.92,               15.2 ,                71.24,             1.27,                        1.25,                 3.1 , 2025-12-18 21:29:42       ,             1, service_crash
           15.32,       18.04,         19.34,                8.35,          11.68,            11.29,                   97.56,                    369.06,                      407.11,                   76.75,                         13.04,                      0.3 ,              85.74,                    86.76,                      2.55,                     3.14, 0.87                   ,                      0.17,           35.49,                 45.46,                  79.16,                   2.35,                   3.51,           0.97,               15.08,                75.44,             1.12,                        1.32,                 2.52, 2025-12-18 21:29:57       ,             1, service_crash
           19.79,       19.48,         15.11,                8.75,           9.78,            11.01,                   95.33,                    242.05,                      437.0 ,                   83.68,                         19.42,                      0.2 ,              68.79,                    91.66,                      2.4 ,                     4.69, 1.22                   ,                      0.16,           31.82,                 24.57,                  79.53,                   1.11,                   3.52,           0.9 ,               20.51,                76.65,             0.69,                        0.55,                 2.7 , 2025-12-18 21:30:12       ,             1, service_crash
           15.24,       15.79,         15.41,                8.2 ,          11.76,             9.71,                   96.17,                    394.09,                      231.66,                   76.1 ,                         21.63,                      0.38,              64.7 ,                    59.77,                      2.86,                     3.14, 1.53                   ,                      0.22,           20.79,                 48.68,                  70.55,                   1.03,                   4.33,           0.9 ,               20.01,                71.69,             0.91,                        0.67,                 2.78, 2025-12-18 21:30:27       ,             1, service_crash
           15.01,       16.55,         19.13,               10.95,           8.54,             9.88,                   96.99,                    429.07,                      270.75,                   81.01,                         19.87,                      0.19,              93.29,                    92.59,                      2.93,                     3.2 , 1.53                   ,                      0.12,           46.22,                 26.48,                  73.16,                   1.88,                   3.82,           0.92,               28.96,                73.51,             1.21,                        0.74,                 2.24, 2025-12-18 21:30:42       ,             1, service_crash
           18.46,       15.51,         16.62,                9.71,           9.82,             9.64,                   99.97,                    245.66,                      263.27,                   82.07,                         13.45,                      0.43,              75.5 ,                    69.58,                      2.73,                     2.32, 1.45                   ,                      0.19,           41.29,                 29.74,                  71.67,                   2.72,                   4.05,           0.95,               20.08,                79.31,             0.56,                        1.21,                 2.15, 2025-12-18 21:30:57       ,             1, service_crash
           17.36,       18.38,         19.96,               10.91,          10.05,             9.41,                   95.07,                    481.5 ,                      442.85,                   75.75,                         14.43,                      0.27,              58.83,                    77.49,                      2.19,                     4.91, 1.3                    ,                      0.2 ,           25.75,                 27.01,                  71.56,                   1.5 ,                   4.81,           0.86,               17.23,                70.42,             0.82,                        1.43,                 3.44, 2025-12-18 21:31:12       ,             1, service_crash
           16.14,       16.73,         17.93,               11.75,           8.54,             9.48,                   99.08,                    355.46,                      273.44,                   84.11,                         21.5 ,                      0.12,              81.2 ,                    91.33,                      2.77,                     3.75, 0.88                   ,                      0.18,           42.11,                 27.23,                  76.63,                   2.25,                   2.13,           0.88,               15.08,                76.49,             0.63,                        1.47,                 3.8 , 2025-12-18 21:31:27       ,             1, service_crash
           18.22,       18.61,         19.0 ,                8.82,           8.4 ,            10.7 ,                   97.61,                    479.26,                      417.67,                   75.32,                         21.54,                      0.43,              98.08,                    69.99,                      2.36,                     3.25, 1.16                   ,                      0.15,           32.09,                 47.53,                  70.81,                   1.82,                   2.25,           0.88,               13.48,                78.73,             0.96,                        0.76,                 3.95, 2025-12-18 21:31:42       ,             1, service_crash
           17.3 ,       15.27,         16.38,                9.32,           9.49,            10.04,                   98.69,                    336.04,                      260.13,                   80.95,                         13.94,                      0.31,              86.61,                    61.44,                      1.64,                     2.49, 1.39                   ,                      0.11,           39.69,                 24.36,                  70.79,                   2.31,                   4.37,           0.81,               10.65,                76.44,             0.64,                        1.18,                 3.38, 2025-12-18 21:31:57       ,             1, service_crash
           16.57,       17.45,         17.5 ,               11.8 ,          10.44,             9.27,                   97.11,                    295.87,                      300.3 ,                   81.74,                         18.75,                      0.16,              95.54,                    73.54,                      1.86,                     2.1 , 1.8                    ,                      0.12,           41.25,                 46.73,                  72.1 ,                   1.79,                   4.31,           0.95,               23.78,                73.78,             0.55,                        1.17,                 2.16, 2025-12-18 21:32:12       ,             1, service_crash
           19.55,       18.07,         19.96,               10.01,          10.95,            11.78,                   96.73,                    259.48,                      224.79,                   78.69,                         24.88,                      0.43,              84.41,                    69.15,                      1.28,                     2.49, 1.17                   ,                      0.27,           24.21,                 48.6 ,                  79.27,                   2.04,                   2.51,           0.84,               20.3 ,                75.14,             0.98,                        1.3 ,                 2.64, 2025-12-18 21:32:27       ,             1, service_crash
           15.62,       16.65,         19.54,               10.34,           9.55,             8.01,                   96.1 ,                    249.01,                      347.88,                   81.46,                         14.2 ,                      0.48,              81.02,                    75.13,                      2.44,                     2.04, 1.89                   ,                      0.25,           43.05,                 31.74,                  78.16,                   2.09,                   4.2 ,           0.88,               26.0 ,                72.26,             1.47,                        0.72,                 3.8 , 2025-12-18 21:32:42       ,             1, service_crash
           15.75,       16.1 ,         17.99,                8.43,          10.64,             8.97,                   95.26,                    208.47,                      448.95,                   82.35,                         10.56,                      0.32,              62.31,                    99.47,                      1.64,                     4.8 , 0.72                   ,                      0.13,           40.05,                 44.81,                  70.45,                   2.41,                   4.61,           0.88,               12.21,                75.88,             0.95,                        0.57,                 2.8 , 2025-12-18 21:32:57       ,             1, service_crash
           19.01,       17.78,         19.38,               11.97,          11.72,            11.01,                   99.58,                    226.28,                      482.41,                   83.49,                         11.41,                      0.25,              61.31,                    69.36,                      2.44,                     3.37, 0.93                   ,                      0.21,           34.69,                 43.34,                  75.16,                   1.92,                   4.95,           0.87,               13.69,                70.1 ,             1.04,                        0.88,                 3.47, 2025-12-18 21:33:12       ,             1, service_crash
           16.62,       15.77,         19.76,                8.48,          11.77,            10.83,                   95.03,                    400.1 ,                      371.09,                   75.55,                         17.44,                      0.18,              98.97,                    51.04,                      1.29,                     2.68, 0.88                   ,                      0.11,           48.31,                 28.64,                  79.44,                   1.89,                   3.38,           0.99,               11.73,                75.35,             0.85,                        0.96,                 3.23, 2025-12-18 21:33:27       ,             1, service_crash
           16.6 ,       19.52,         19.97,               11.44,          10.05,             9.02,                   96.91,                    401.25,                      262.16,                   76.47,                         22.56,                      0.49,              58.74,                    60.86,                      1.76,                     2.68, 1.92                   ,                      0.23,           20.89,                 39.39,                  75.91,                   1.06,                   3.56,           0.9 ,               21.36,                71.89,             1.29,                        1.2 ,                 3.31, 2025-12-18 21:33:42       ,             1, service_crash
           15.34,       15.26,         18.55,                9.06,          11.29,             9.54,                   95.58,                    237.21,                      373.22,                   83.54,                         16.67,                      0.22,              80.91,                    85.01,                      1.1 ,                     3.73, 1.33                   ,                      0.14,           40.96,                 21.3 ,                  78.1 ,                   2.39,                   4.52,           0.98,               17.35,                73.29,             0.52,                        1.4 ,                 2.81, 2025-12-18 21:33:57       ,             1, service_crash
           16.55,       17.68,         15.95,                9.3 ,          10.24,             8.6 ,                   97.29,                    489.52,                      258.37,                   77.31,                         13.2 ,                      0.46,              75.09,                    87.95,                      2.01,                     2.2 , 1.17                   ,                      0.11,           47.52,                 47.46,                  79.3 ,                   2.26,                   3.19,           0.87,               26.52,                73.88,             0.83,                        0.61,                 3.73, 2025-12-18 21:34:12       ,             1, service_crash
           18.61,       15.23,         18.11,                8.34,          11.37,             9.0 ,                   99.1 ,                    382.37,                      349.3 ,                   81.35,                         11.58,                      0.12,              89.22,                    61.31,                      2.7 ,                     3.61, 1.8                    ,                      0.16,           30.85,                 42.93,                  73.74,                   1.71,                   2.07,           0.85,               21.12,                75.6 ,             0.84,                        1.22,                 2.73, 2025-12-18 21:34:27       ,             1, service_crash
           19.83,       19.16,         19.86,                9.05,           8.5 ,            11.02,                   96.96,                    470.57,                      467.86,                   76.53,                         12.46,                      0.17,              56.56,                    59.95,                      2.77,                     4.11, 1.97                   ,                      0.19,           36.01,                 46.65,                  70.17,                   2.54,                   2.51,           0.91,               11.18,                79.43,             1.24,                        1.06,                 2.42, 2025-12-18 21:34:42       ,             1, service_crash
           16.7 ,       19.66,         16.43,                9.58,           8.37,             8.41,                   98.6 ,                    466.76,                      245.34,                   76.15,                         18.33,                      0.24,              60.26,                    64.15,                      1.35,                     3.46, 0.88                   ,                      0.22,           47.68,                 21.26,                  74.17,                   2.48,                   3.53,           0.82,               14.4 ,                70.25,             0.96,                        0.68,                 3.18, 2025-12-18 21:34:57       ,             1, service_crash
           15.92,       16.27,         16.51,               11.1 ,          10.21,             9.94,                   97.0 ,                    489.92,                      339.18,                   84.43,                         16.22,                      0.39,              93.69,                    56.48,                      1.93,                     2.82, 0.99                   ,                      0.21,           26.88,                 30.59,                  73.2 ,                   1.43,                   3.58,           0.8 ,               23.98,                76.7 ,             1.45,                        0.76,                 3.13, 2025-12-18 21:35:12       ,             1, service_crash
           16.64,       17.56,         18.44,               10.52,          11.24,            11.65,                   96.75,                    342.81,                      296.26,                   77.6 ,                         22.36,                      0.13,              93.79,                    90.31,                      2.36,                     4.32, 0.71                   ,                      0.18,           30.44,                 34.13,                  79.85,                   1.68,                   2.39,           0.9 ,               17.03,                77.92,             1.38,                        1.41,                 2.88, 2025-12-18 21:35:27       ,             1, service_crash
           18.39,       16.21,         16.02,               10.76,           9.33,            10.09,                   99.03,                    261.21,                      349.98,                   78.54,                         22.08,                      0.26,              83.37,                    55.87,                      1.46,                     3.51, 1.87                   ,                      0.21,           20.45,                 24.6 ,                  76.68,                   1.47,                   4.4 ,           0.98,               25.42,                71.39,             0.97,                        0.61,                 2.72, 2025-12-18 21:35:42       ,             1, service_crash
           31.82,       30.31,         35.47,               21.12,          24.71,            43.68,                    0.01,                    226.81,                      280.13,                   90.64,                         84.87,                      2.48,              22.31,                    16.88,                      8.81,                    10.24, 2.05                   ,                      2.83,           10.58,                 11.27,                  95.1 ,                   6.79,                   6.78,           0.09,                6.58,                92.37,             4.49,                        5.12,                11.83, 2025-12-18 22:02:03       ,             1, memory_leak
           37.42,       36.96,         46.12,               26.65,          19.31,            51.89,                    0.02,                    244.54,                      209.53,                   86.82,                         71.09,                      2.55,               9.33,                    22.26,                      6.68,                    13.88, 1.48                   ,                      2.28,           10.17,                 11.22,                  96.99,                   5.45,                   8.68,           0.09,                4.65,                91.15,             4.31,                        5.59,                 8.74, 2025-12-18 22:02:18       ,             1, memory_leak
           34.16,       31.04,         35.95,               26.1 ,          18.64,            58.26,                    0.09,                    209.34,                      425.77,                   89.41,                         75.56,                      2.12,              15.88,                    18.34,                      8.79,                    14.85, 1.29                   ,                      2.91,           12.98,                  6.03,                  92.74,                   5.03,                   7.98,           0.07,                5.79,                90.47,             5.17,                        3.92,                 9.26, 2025-12-18 22:02:33       ,             1, memory_leak
           42.28,       31.75,         39.28,               27.39,          18.41,            55.07,                    0.08,                    187.43,                      232.31,                   90.37,                         83.47,                      2.12,              16.72,                    10.16,                      7.14,                    10.94, 1.29                   ,                      2.66,           12.68,                 15.14,                  92.45,                   6.1 ,                  10.67,           0.13,                7.0 ,                90.59,             4.81,                        3.93,                10.42, 2025-12-18 22:02:48       ,             1, memory_leak
           35.56,       28.59,         36.59,               29.89,          20.09,            56.43,                    0.15,                    227.25,                      332.45,                   92.96,                         77.16,                      1.85,              16.03,                     8.0 ,                      7.29,                    11.16, 1.01                   ,                      2.27,            9.98,                 11.43,                  88.27,                   5.04,                   7.23,           0.08,                5.01,                90.97,             4.94,                        5.67,                11.5 , 2025-12-18 22:03:03       ,             1, memory_leak
           37.11,       29.6 ,         39.3 ,               22.08,          22.37,            50.82,                    0.13,                    192.48,                      442.88,                   88.75,                         83.65,                      1.93,              20.95,                    18.08,                      7.77,                    13.27, 1.77                   ,                      2.24,            8.85,                 10.91,                  92.04,                   4.13,                   6.55,           0.09,                3.85,                95.54,             4.87,                        5.18,                10.46, 2025-12-18 22:03:18       ,             1, memory_leak
           38.33,       35.29,         39.39,               22.85,          24.88,            59.46,                    0.1 ,                    225.03,                      354.54,                   93.44,                         82.84,                      1.8 ,              13.9 ,                    15.07,                      7.05,                    11.29, 1.74                   ,                      1.92,            7.15,                  8.49,                  95.84,                   6.57,                  10.88,           0.08,                4.52,                94.17,             4.49,                        3.77,                 9.36, 2025-12-18 22:03:33       ,             1, memory_leak
           34.78,       31.07,         35.19,               27.77,          21.34,            65.14,                    0.12,                    296.84,                      399.65,                   93.64,                         73.8 ,                      2.57,              15.85,                    23.02,                      8.97,                    11.59, 1.3                    ,                      2.39,            7.8 ,                 14.73,                  90.33,                   4.2 ,                   6.47,           0.11,                5.73,                90.66,             3.59,                        3.72,                11.42, 2025-12-18 22:03:48       ,             1, memory_leak
           38.77,       30.31,         45.28,               20.34,          22.86,            49.2 ,                    0.23,                    197.15,                      260.26,                   86.86,                         75.25,                      2.11,              12.02,                    14.24,                      9.0 ,                    12.02, 2.05                   ,                      2.15,            9.79,                  8.26,                  89.39,                   6.54,                  10.42,           0.09,                4.04,                90.87,             5.63,                        3.76,                10.92, 2025-12-18 22:04:03       ,             1, memory_leak
           34.92,       35.83,         37.34,               21.95,          23.7 ,            50.83,                    0.26,                    189.57,                      233.53,                   87.56,                         70.85,                      2.35,              21.32,                    24.65,                      6.48,                    12.34, 2.54                   ,                      2.13,            7.24,                  5.35,                  88.74,                   6.18,                   9.44,           0.11,                2.18,                92.72,             5.29,                        5.21,                11.55, 2025-12-18 22:04:18       ,             1, memory_leak
           34.96,       30.62,         49.15,               25.33,          18.43,            54.97,                    0.18,                    318.24,                      374.82,                   91.23,                         83.49,                      2.36,              17.63,                    24.8 ,                      7.48,                    11.26, 1.81                   ,                      2.38,            5.86,                 11.51,                  93.59,                   5.49,                   8.25,           0.06,                7.2 ,                93.72,             5.52,                        4.91,                10.76, 2025-12-18 22:04:33       ,             1, memory_leak
           39.37,       30.26,         44.5 ,               25.72,          23.82,            57.81,                    0.13,                    190.49,                      325.93,                   93.43,                         75.88,                      2.77,              19.07,                    18.02,                      6.82,                    14.52, 2.22                   ,                      2.67,            9.82,                 13.24,                  94.04,                   6.24,                   9.7 ,           0.07,                4.95,                95.43,             5.76,                        3.75,                10.77, 2025-12-18 22:04:48       ,             1, memory_leak
           38.41,       33.82,         49.0 ,               28.38,          18.42,            55.05,                    0.19,                    322.04,                      214.66,                   93.65,                         78.95,                      1.66,              11.22,                    20.64,                      6.02,                     9.61, 2.8                    ,                      2.93,            5.97,                  9.52,                  97.48,                   6.03,                  10.89,           0.09,                6.35,                94.67,             4.04,                        3.77,                 7.42, 2025-12-18 22:05:03       ,             1, memory_leak
           36.13,       25.31,         36.82,               26.84,          24.66,            52.28,                    0.23,                    239.76,                      348.95,                   89.84,                         83.37,                      2.48,               9.16,                    19.13,                      7.95,                    13.91, 2.36                   ,                      2.04,            8.81,                  7.88,                  92.63,                   4.24,                   9.32,           0.1 ,                5.8 ,                92.79,             3.96,                        5.03,                 9.5 , 2025-12-18 22:05:18       ,             1, memory_leak
           37.78,       38.96,         40.27,               24.27,          19.64,            64.44,                    0.41,                    299.45,                      415.83,                   93.3 ,                         81.36,                      2.5 ,              15.64,                    19.36,                      8.53,                     8.39, 3.12                   ,                      2.53,           13.85,                  8.18,                  88.11,                   6.46,                   9.22,           0.15,                7.56,                97.78,             4.83,                        3.84,                 9.26, 2025-12-18 22:05:33       ,             1, memory_leak
           39.88,       34.62,         44.81,               27.56,          24.02,            69.09,                    0.48,                    294.12,                      392.41,                   93.35,                         76.95,                      2.34,              15.6 ,                    10.28,                      7.96,                    11.73, 2.84                   ,                      1.86,            6.64,                 15.45,                  91.18,                   4.18,                   9.91,           0.12,                3.56,                97.18,             4.21,                        3.63,                 7.08, 2025-12-18 22:05:48       ,             1, memory_leak
           44.33,       27.64,         42.98,               25.31,          18.75,            59.39,                    0.32,                    297.8 ,                      392.99,                   94.5 ,                         75.68,                      2.01,              24.82,                    21.8 ,                      7.42,                     8.32, 2.44                   ,                      2.34,            5.83,                 13.72,                  88.01,                   4.2 ,                   8.08,           0.11,                3.09,                95.95,             5.71,                        5.77,                 8.53, 2025-12-18 22:06:03       ,             1, memory_leak
           34.46,       28.31,         41.49,               29.98,          20.44,            64.85,                    0.41,                    208.82,                      385.57,                   91.88,                         82.47,                      1.97,              11.75,                     9.99,                      6.56,                     8.36, 2.82                   ,                      2.4 ,           16.32,                 10.03,                  94.19,                   5.15,                  11.89,           0.14,                7.75,                96.64,             5.32,                        5.32,                 9.46, 2025-12-18 22:06:18       ,             1, memory_leak
           39.39,       38.23,         48.29,               29.76,          22.82,            69.74,                    0.67,                    289.35,                      450.11,                   87.38,                         71.66,                      2.65,              12.36,                    13.94,                      8.17,                     9.46, 2.69                   ,                      1.78,           11.19,                 12.99,                  93.8 ,                   6.09,                   9.43,           0.1 ,                4.02,                97.78,             4.85,                        5.08,                 7.19, 2025-12-18 22:06:33       ,             1, memory_leak
